1	2023-11-21	2354	2371	16	25
2	2023-11-22	2371	2307	10	25
3	2023-11-23	2307	2344	7	11
4	2023-11-24	2344	2326	13	25
5	2023-11-25	2326	2387	14	23
6	2023-11-26	2387	2424	14	23
7	2023-11-27	2424	2479	10	17
8	2023-11-28	2479	2373	9   25
9	2023-11-29	2373	2438	17  24
10	2023-11-30	2438	2382	11  25
11	2023-12-01	2382	2374	14  25
12	2023-12-02	2374	2390	15  25
13	2023-12-03	2390	2395	15  25
14	2023-12-04	2395	2421	16  25
